boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,tract_race_acs2018_Total,tract_race_acs2018_White,tract_race_acs2018_Black,tract_race_acs2018_Native,tract_race_acs2018_Asian,tract_race_acs2018_Pacific Islander,tract_race_acs2018_Other,tract_race_acs2018_Two or More,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"2","2044800",Bronx,I,"044800","448",BX62,Woodlawn-Wakefield,"3702",1817406.9320100001059472560882568359375,5439.2586764799998491071164608001709,Bronx 448,"1917","99","1600","0","0","0","207","11",Montefiore Medical Center-Wakefield Hospital,"600 East 233rd Street, Bronx, NY 10466",Montefiore,"321","617,567","1957",40.893757200000003,-73.863312899999997
"2","2034200",Bronx,E,"034200","342",BX31,Allerton-Pelham Gardens,"3704",1687802.6957300000358372926712036132813,5818.4682973099997980170883238315582,Bronx 342,"1982","398","920","56","105","0","475","28",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"2","2034400",Bronx,I,"034400","344",BX31,Allerton-Pelham Gardens,"3704",1690333.0792900000233203172683715820313,5823.5813576199998351512476801872253,Bronx 344,"2127","280","756","29","313","0","655","94",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"3","3025901",Brooklyn,E,"025901","259.01",BK75,Bedford,"4003",863635.7669479999458417296409606933594,4269.1186322000003201537765562534332,Brooklyn 259.01,"2228","837","965","0","13","0","334","79",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"3","3025902",Brooklyn,E,"025902","259.02",BK75,Bedford,"4003",642013.9040250000543892383575439453125,3211.2358386300002166535705327987671,Brooklyn 259.02,"3558","667","1899","11","116","0","831","34",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"2","2022404",Bronx,E,"022404","224.04",BX49,Pelham Parkway,"3704",999997.8818800000008195638656616210938,4027.0102174899998317414429038763046,Bronx 224.04,"4209","1285","1065","79","204","0","1422","154",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2022404",Bronx,E,"022404","224.04",BX49,Pelham Parkway,"3704",999997.8818800000008195638656616210938,4027.0102174899998317414429038763046,Bronx 224.04,"4209","1285","1065","79","204","0","1422","154",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"4","4094700",Queens,E,"094700","947",QN23,College Point,"4103",2935620.7939100000075995922088623046875,8723.3788285499995254212990403175354,Queens 947,"2234","901","27","0","432","0","796","78",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"3","3098200",Brooklyn,E,"098200","982",BK50,Canarsie,"4009",3723765.6870099999941885471343994140625,8952.0131640700001298682764172554016,Brooklyn 982,"4431","255","3763","0","24","0","371","18",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3003000",Brooklyn,I,"003000","30",BK31,Bay Ridge,"4013",1174204.9094599999953061342239379882813,4715.1509450300000025890767574310303,Brooklyn 30,"1635","1063","83","0","299","0","93","97",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"4","4140300",Queens,I,"140300","1403",QN46,Bayside-Bayside Hills,"4104",4116709.2086100000888109207153320312500,8235.1350362400007725227624177932739,Queens 1403,"2318","906","5","0","1321","0","86","0",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4140300",Queens,I,"140300","1403",QN46,Bayside-Bayside Hills,"4104",4116709.2086100000888109207153320312500,8235.1350362400007725227624177932739,Queens 1403,"2318","906","5","0","1321","0","86","0",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4061302",Queens,I,"061302","613.02",QN20,Ridgewood,"4110",5511490.9437999995425343513488769531250,10370.4608416999999462859705090522766,Queens 613.02,"0","0","0","0","0","0","0","0",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4061302",Queens,I,"061302","613.02",QN20,Ridgewood,"4110",5511490.9437999995425343513488769531250,10370.4608416999999462859705090522766,Queens 613.02,"0","0","0","0","0","0","0","0",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4061302",Queens,I,"061302","613.02",QN20,Ridgewood,"4110",5511490.9437999995425343513488769531250,10370.4608416999999462859705090522766,Queens 613.02,"0","0","0","0","0","0","0","0",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"4","4062300",Queens,I,"062300","623",QN19,Glendale,"4110",1688804.2822600000072270631790161132813,5381.8836430999999720370396971702576,Queens 623,"2133","1992","25","0","18","0","98","0",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"4","4062500",Queens,I,"062500","625",QN19,Glendale,"4110",2137199.2143899998627603054046630859375,6042.8099762499996359110809862613678,Queens 625,"2760","2530","55","0","81","0","77","17",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4062500",Queens,I,"062500","625",QN19,Glendale,"4110",2137199.2143899998627603054046630859375,6042.8099762499996359110809862613678,Queens 625,"2760","2530","55","0","81","0","77","17",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"4","4074500",Queens,E,"074500","745",QN17,Forest Hills,"4108",1805456.9621999999508261680603027343750,6396.9956009899997297907248139381409,Queens 745,"4357","2833","191","0","790","0","356","187",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"4","4101700",Queens,I,"101700","1017",QN47,Ft. Totten-Bay Terrace-Clearview,"4103",10682968.8058000002056360244750976562500,14076.4273892000001069391146302223206,Queens 1017,"6016","4113","72","0","1380","0","243","208",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4114100",Queens,I,"114100","1141",QN51,Murray Hill,"4103",4816036.0789400003850460052490234375000,9904.9134110199993301648646593093872,Queens 1141,"2546","1267","71","0","1064","0","96","48",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4045000",Queens,E,"045000","450",QN35,Briarwood-Jamaica Hills,"4106",1819154.1577099999412894248962402343750,5557.3058548700000756070949137210846,Queens 450,"2193","400","172","0","1270","0","210","141",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"3","3040300",Brooklyn,E,"040300","403",BK78,Bushwick South,"4002",2208071.9833900001831352710723876953125,6937.0178651500000341911800205707550,Brooklyn 403,"3687","901","2282","0","87","0","390","27",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"4","4126700",Queens,I,"126700","1267",QN38,Pomonok-Flushing Heights-Hillcrest,"4106",8500177.1242999993264675140380859375000,14754.8763376000006246613338589668274,Queens 1267,"4666","1823","772","15","1170","22","500","364",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4122300",Queens,I,"122300","1223",QN38,Pomonok-Flushing Heights-Hillcrest,"4106",5271319.3704700004309415817260742187500,11300.0185629999996308470144867897034,Queens 1223,"3514","1436","28","0","1678","0","278","94",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4134100",Queens,I,"134100","1341",QN41,Fresh Meadows-Utopia,"4106",6340103.0004000002518296241760253906250,12584.1864616999991994816809892654419,Queens 1341,"3581","1157","0","0","2318","0","40","66",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"3","3036002",Brooklyn,E,"036002","360.02",BK19,Brighton Beach,"4018",924220.9317799999844282865524291992188,3860.1483552300001065304968506097794,Brooklyn 360.02,"4341","3551","32","0","152","0","328","278",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3056100",Brooklyn,I,"056100","561",BK76,Greenpoint,"4001",3577947.6550099998712539672851562500000,8469.7944266600006812950596213340759,Brooklyn 561,"3394","2797","213","35","200","0","42","107",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"3","3056100",Brooklyn,I,"056100","561",BK76,Greenpoint,"4001",3577947.6550099998712539672851562500000,8469.7944266600006812950596213340759,Brooklyn 561,"3394","2797","213","35","200","0","42","107",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"2","2033201",Bronx,E,"033201","332.01",BX07,Bronxdale,"3704",1224202.4766299999319016933441162109375,4758.7889271900003222981467843055725,Bronx 332.01,"5305","2214","785","0","102","0","2016","188",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"2","2033201",Bronx,E,"033201","332.01",BX07,Bronxdale,"3704",1224202.4766299999319016933441162109375,4758.7889271900003222981467843055725,Bronx 332.01,"5305","2214","785","0","102","0","2016","188",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"2","2033201",Bronx,E,"033201","332.01",BX07,Bronxdale,"3704",1224202.4766299999319016933441162109375,4758.7889271900003222981467843055725,Bronx 332.01,"5305","2214","785","0","102","0","2016","188",Montefiore Medical Center - Henry & Lucy Moses Div,"111 East 210th Street, Bronx, NY 10467",Montefiore,"816","895,256","1972",40.879971900000001,-73.882069999999999
"4","4015200",Queens,I,"015200","152",QN54,Richmond Hill,"4111",2073445.9300299999304115772247314453125,6784.1216190599998299148865044116974,Queens 152,"2820","447","390","0","1024","0","848","111",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4020600",Queens,E,"020600","206",QN61,Jamaica,"4112",1626141.5803700000979006290435791015625,6813.6746913699998913216404616832733,Queens 206,"2002","304","364","7","354","0","959","14",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"3","3052700",Brooklyn,E,"052700","527",BK73,North Side-South Side,"4001",2045672.6423299999441951513290405273438,6448.6075666799997634370811283588409,Brooklyn 527,"6465","3080","532","48","366","0","2051","388",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"4","4047200",Queens,I,"047200","472",QN06,Jamaica Estates-Holliswood,"4106",5532951.5037700003013014793395996093750,10370.6113817999994353158399462699890,Queens 472,"3671","924","1018","0","1202","0","411","116",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"3","3093200",Brooklyn,I,"093200","932",BK91,East Flatbush-Farragut,"4010",3019000.0079000000841915607452392578125,6930.8811174800002845586277544498444,Brooklyn 932,"1140","44","1083","0","0","0","6","7",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"3","3093200",Brooklyn,I,"093200","932",BK91,East Flatbush-Farragut,"4010",3019000.0079000000841915607452392578125,6930.8811174800002845586277544498444,Brooklyn 932,"1140","44","1083","0","0","0","6","7",Kingsbrook Jewish Medical Center,"585 Schenectady Avenue, Brooklyn, NY 11203",SUNY,"303","297,200","1975",40.659372599999998,-73.935438700000006
"3","3093200",Brooklyn,I,"093200","932",BK91,East Flatbush-Farragut,"4010",3019000.0079000000841915607452392578125,6930.8811174800002845586277544498444,Brooklyn 932,"1140","44","1083","0","0","0","6","7",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"4","4059000",Queens,I,"059000","590",QN33,Cambria Heights,"4105",1702017.0676800000946968793869018554688,5991.9512302599996473873034119606018,Queens 590,"1623","103","1347","126","31","0","5","11",Long Island Jewish Medical Center,"270-05 76th Ave, New Hyde Park, NY 11040",Northwell,"1025","2,014,617","1959",40.753290999999997,-73.709252199999995
"4","4004700",Queens,E,"004700","47",QN70,Astoria,"4101",1928980.7003099999856203794479370117188,5564.4809330099997168872505426406860,Queens 47,"3743","1732","825","33","600","0","406","147",Mount Sinai Hospital - Mount Sinai Hospital of Queens,"25-10 30th Avenue, Long Island City, NY 11102",Mount Sinai,"228","217,951","1950",40.768388899999998,-73.927083999999994
"3","3090800",Brooklyn,I,"090800","908",BK81,Brownsville,"4007",3194827.5161100002005696296691894531250,7555.7781693899996753316372632980347,Brooklyn 908,"6939","917","4695","16","158","0","950","203",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"5","5011402",Staten Island,I,"011402","114.02",SI45,New Dorp-Midland Beach,"3902",6228603.9706899998709559440612792968750,10355.2143716999999014660716056823730,Staten Island 114.02,"3496","3186","46","0","212","0","13","39",Staten Island University Hosp-North,"475 Seaview Avenue, Staten Island, NY 10305",Northwell,"472","567,517","1978",40.584712699999997,-74.088312700000003
"3","3111800",Brooklyn,E,"111800","1118",BK82,East New York,"4008",1745783.8270600000396370887756347656250,5292.3401128699997570947743952274323,Brooklyn 1118,"3336","565","2427","0","0","0","340","4",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3052900",Brooklyn,I,"052900","529",BK72,Williamsburg,"4001",1882580.9229999999515712261199951171875,6118.9839971100000184378586709499359,Brooklyn 529,"3721","3514","66","0","0","0","129","12",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"2","2036300",Bronx,E,"036300","363",BX17,East Tremont,"3705",2382766.2199599999003112316131591796875,6415.3962318200001391232945024967194,Bronx 363,"7735","1572","1795","52","0","94","3919","303",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"4","4091900",Queens,E,"091900","919",QN23,College Point,"4103",4909027.5127499997615814208984375000000,17770.3069140000006882473826408386230,Queens 919,"5503","1533","199","0","2036","49","1380","306",New York-Presbyterian/Queens,"56-45 Main Street, Flushing, NY 11355",NewYork-Presbyterian,"535","577,654","1957",40.747123799999997,-73.827554199999994
"4","4091900",Queens,E,"091900","919",QN23,College Point,"4103",4909027.5127499997615814208984375000000,17770.3069140000006882473826408386230,Queens 919,"5503","1533","199","0","2036","49","1380","306",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
