apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness_description,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,11,6.181818181818182,7604.872727272727,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,2,15.5,19585.71,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,2,16.5,13862.73,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,2,11211.5,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,2,5.5,9246.645,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,8,7996.62,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,2,5,22976.055,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,2,11,10328.34,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,4,9.5,7416.475,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,9,10130.56,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,3,8,8863.826666666668,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,9,10591.205,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,6,7.333333333333333,10942.446666666667,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,6,21.666666666666668,12182.22,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,11,9.909090909090908,16859.27,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,9,7.444444444444445,7980.41,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,12,10.416666666666666,7934.8525,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,4,7.25,8025.32,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,1,8,7541.61,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Spanish/Hispanic,Medicare,Extreme,50 to 69,3,8.666666666666666,10965.463333333333,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,11,7305.27,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Spanish/Hispanic,Medicare,Major,18 to 29,1,4,9412.25,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Spanish/Hispanic,Medicare,Major,70 or Older,1,34,13637.59,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,White,Spanish/Hispanic,Medicare,Minor,18 to 29,1,3,7552.67,SUNY,1.66,303
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,7,9921.69,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,5,19145.84,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,3,3,11776.456666666667,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,1,1,19488.78,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,1,5,11734.01,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,5,9581.244999999999,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,4,6.5,14249.9275,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,16,11.875,15862.459375,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,18 to 29,1,38,12238.16,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,3,4.333333333333333,12186.463333333333,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,10,3.9,15581.528,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,42,6.380952380952381,12140.05261904762,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,1,4,15081.78,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,1,2,13983.94,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,7,3.142857142857143,12988.228571428572,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,11,4.7272727272727275,10889.550000000001,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,3,7,20440.56333333333,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,3,9653.02,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,2,7,11213.634999999998,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,7,3.7142857142857144,13644.6,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,0 to 17,1,2,9954.49,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,1,10768,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,2,3,9554.685000000001,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,2,7,12017.25,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,6,3.3333333333333335,13823.281666666666,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,2,2.5,19647.4,Northwell,1.582,632
720,Lenox Hill Hospital,Black/African American,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,30 to 49,1,2,13696.05,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,23,16526.62,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,3,4.333333333333333,16212.533333333333,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,2,12.5,13338.77,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,11,9.272727272727273,14387.048181818182,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,2,3,17947.535,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,23,5.869565217391305,11653.311739130435,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,2,12621.92,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,9,3.3333333333333335,11529.242222222221,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,1,14,16437.23,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,1,25843.42,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,5,3.2,14577.152,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,3,8.666666666666666,11503.493333333334,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,2,2,13920.720000000001,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,1,2,12187.08,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,5,15625.57,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,7,3.2857142857142856,15242.09857142857,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,1,21898.84,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,2,10,17812.34,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,3,10634.69,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,8,9861.04,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,30 to 49,1,4,16033.44,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,3,2.3333333333333335,13377.68,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,2,13655.44,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,18.5,9682.89,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,13,11.692307692307692,14342.809230769231,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,10,6.6,14385.103,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,26,6,12309.631923076922,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,1,3,10759.38,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,6,3.1666666666666665,12130.086666666666,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,8,3.625,10910.0925,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Major,30 to 49,3,2.6666666666666665,13201.666666666666,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,6,8.833333333333334,12442.825,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,4,4.5,16186.6425,Northwell,1.582,632
720,Lenox Hill Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,4,3.5,13797.6625,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,2,9827.56,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,4,8.75,14725.95,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,18 to 29,1,3,16541.9,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,7,4.857142857142857,15036.68857142857,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,7,5.285714285714286,13652.675714285715,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,18 to 29,2,1,18043.525,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,30 to 49,4,3,13357.01,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,50 to 69,1,1,20946.54,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,4,3.75,12642.125,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,1,1,16315.85,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,10,2.9,14053.778,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,8,17.5,14168.56625,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,104,10.846153846153847,15180.554615384615,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Major,30 to 49,2,3.5,16855.36,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Major,50 to 69,26,6.961538461538462,12949.98076923077,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Major,70 or Older,151,6.509933774834437,11803.29072847682,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Minor,50 to 69,3,3,12328.34,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Minor,70 or Older,5,1.8,12672.928,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,1,15064.9,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,12,3.5833333333333335,14456.285,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,80,3.975,12239.7895,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,2,7.5,13378.275000000001,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,9,16.666666666666668,15294.23111111111,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,2,14.5,14500.119999999999,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,3,4,11143.906666666666,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,5,6.2,16920.78,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,16,5.9375,15055.111875,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,2,4.5,11600.73,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,1,4,10012.91,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,3,12613.06,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,5,1.8,15736.47,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,2,3,17015.864999999998,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,13,2.5384615384615383,12764.831538461538,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,11,3.1818181818181817,13913.596363636363,Northwell,1.582,632
720,Lenox Hill Hospital,White,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,1,19151.89,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,13,11581.17,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,2,3,15038.400000000001,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,3,14430.74,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,1,1,16477.47,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Medicare,Extreme,50 to 69,3,11.333333333333334,13188.463333333333,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,10,7.4,13344.328,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Medicare,Major,50 to 69,1,6,11583.3,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Medicare,Major,70 or Older,11,5.909090909090909,11579.283636363636,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,9,8734.19,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,35,12925.02,Northwell,1.582,632
720,Lenox Hill Hospital,White,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,1,4,9579.03,Northwell,1.582,632
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,9,7005.2,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,7,6121.88,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,30 to 49,1,8,5729.76,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,3,6725.56,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,11,6836.51,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,10,12.9,6518.925,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,9,13.555555555555555,6096.862222222222,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,1,2,7554.43,Health+,2.933,362
720,Lincoln Medical & Mental Health Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,5,4.8,6919.156,Health+,2.933,362
